FUND TYPE,DEPARTMENT CODE,DEPARTMENT DESCRIPTION,FUND CODE,FUND DESCRIPTION,ORGANIZATION CODE,ORGANIZATION DESCRIPTION,DIVISION CODE,DIVISION DESCRIPTION,SECTION CODE,SECTION DESCRIPTION,SUBSECTION CODE,SUB-SECTION DESCRIPTION,SCHEDULE / GRADE,BARGAINING UNIT,TITLE CODE,TITLE DESCRIPTION,BUDGETED UNIT,TOTAL BUDGETED UNIT,POSITION CONTROL,BUDGETED PAY RATE,TOTAL BUDGETED AMOUNT
LOCAL,27,Department of Finance,0740,Chicago O'Hare Airport Fund,1005,Finance,2012,Accounting and Financial Reporting,3019,Accounting and Financial Reporting,4054,Enterprise Auditing and Accounting,1 00,9,9651,Deputy Comptroller,Annual,1,1,130260.00,130260.00
LOCAL,27,Department of Finance,0740,Chicago O'Hare Airport Fund,1005,Finance,2012,Accounting and Financial Reporting,3019,Accounting and Financial Reporting,4054,Enterprise Auditing and Accounting,G 09,4,0194,Auditor IV,Annual,1,1,133488.00,133488.00
LOCAL,27,Department of Finance,0740,Chicago O'Hare Airport Fund,1005,Finance,2012,Accounting and Financial Reporting,3019,Accounting and Financial Reporting,4054,Enterprise Auditing and Accounting,GY 11,20,0187,Director of Accounting,Annual,1,1,125388.00,125388.00
LOCAL,27,Department of Finance,0740,Chicago O'Hare Airport Fund,1005,Finance,2012,Accounting and Financial Reporting,3019,Accounting and Financial Reporting,4054,Enterprise Auditing and Accounting,GY 11,20,0187,Director of Accounting,Annual,1,1,112608.00,112608.00
LOCAL,27,Department of Finance,0740,Chicago O'Hare Airport Fund,1005,Finance,2012,Accounting and Financial Reporting,3019,Accounting and Financial Reporting,4054,Enterprise Auditing and Accounting,GY 11,20,0187,Director of Accounting,Annual,1,1,107796.00,107796.00
LOCAL,27,Department of Finance,0740,Chicago O'Hare Airport Fund,1005,Finance,2012,Accounting and Financial Reporting,3019,Accounting and Financial Reporting,4054,Enterprise Auditing and Accounting,GY 10,20,0120,Supervisor of Accounting,Annual,1,1,115920.00,115920.00
LOCAL,27,Department of Finance,0740,Chicago O'Hare Airport Fund,1005,Finance,2012,Accounting and Financial Reporting,3019,Accounting and Financial Reporting,4054,Enterprise Auditing and Accounting,GY 10,20,0120,Supervisor of Accounting,Annual,1,1,98616.00,98616.00
LOCAL,27,Department of Finance,0740,Chicago O'Hare Airport Fund,1005,Finance,2012,Accounting and Financial Reporting,3019,Accounting and Financial Reporting,4054,Enterprise Auditing and Accounting,G 07,4,0111,Lead Accountant,Annual,2,1,106044.00,212088.00
LOCAL,27,Department of Finance,0740,Chicago O'Hare Airport Fund,1005,Finance,2012,Accounting and Financial Reporting,3019,Accounting and Financial Reporting,4054,Enterprise Auditing and Accounting,G 07,4,0111,Lead Accountant,Annual,1,1,77772.00,77772.00
LOCAL,27,Department of Finance,0740,Chicago O'Hare Airport Fund,1005,Finance,2012,Accounting and Financial Reporting,3019,Accounting and Financial Reporting,4054,Enterprise Auditing and Accounting,B 13,4,0110,Accountant,Annual,1,1,102732.00,102732.00
LOCAL,27,Department of Finance,0740,Chicago O'Hare Airport Fund,1005,Finance,2012,Accounting and Financial Reporting,3019,Accounting and Financial Reporting,4054,Enterprise Auditing and Accounting,B 13,4,0110,Accountant,Annual,3,1,98016.00,294048.00
LOCAL,27,Department of Finance,0740,Chicago O'Hare Airport Fund,1005,Finance,2012,Accounting and Financial Reporting,3019,Accounting and Financial Reporting,4054,Enterprise Auditing and Accounting,B 13,4,0110,Accountant,Annual,1,1,77772.00,77772.00
LOCAL,27,Department of Finance,0740,Chicago O'Hare Airport Fund,1005,Finance,2012,Accounting and Financial Reporting,3019,Accounting and Financial Reporting,4054,Enterprise Auditing and Accounting,B 13,4,0110,Accountant,Annual,1,1,59184.00,59184.00
LOCAL,27,Department of Finance,0740,Chicago O'Hare Airport Fund,1005,Finance,2012,Accounting and Financial Reporting,3019,Accounting and Financial Reporting,4054,Enterprise Auditing and Accounting,B 11,1,0109,Accounting Technician,Annual,1,1,49176.00,49176.00
LOCAL,27,Department of Finance,0740,Chicago O'Hare Airport Fund,1005,Finance,2012,Accounting and Financial Reporting,3019,Accounting and Financial Reporting,4054,Enterprise Auditing and Accounting,GY 12,0,0105,Assistant Comptroller,Annual,1,1,107796.00,107796.00
LOCAL,27,Department of Finance,0740,Chicago O'Hare Airport Fund,1005,Finance,2012,Accounting and Financial Reporting,3019,Accounting and Financial Reporting,4054,Enterprise Auditing and Accounting,B 12,4,0101,Accountant I,Annual,3,1,63972.00,191916.00
LOCAL,27,Department of Finance,0740,Chicago O'Hare Airport Fund,1005,Finance,2012,Accounting and Financial Reporting,3019,Accounting and Financial Reporting,4054,Enterprise Auditing and Accounting,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,14209.00,14209.00
LOCAL,27,Department of Finance,0740,Chicago O'Hare Airport Fund,1005,Finance,2015,Financial Strategy and Operations,3016,Financial Strategy,4006,Financial Policy,B 12,1,0801,Executive Administrative Assistant I,Annual,1,1,85344.00,85344.00
LOCAL,27,Department of Finance,0740,Chicago O'Hare Airport Fund,1005,Finance,2015,Financial Strategy and Operations,3016,Financial Strategy,4006,Financial Policy,GY 07,10,0144,Fiscal Policy Analyst,Annual,1,1,67536.00,67536.00
LOCAL,27,Department of Finance,0740,Chicago O'Hare Airport Fund,1005,Finance,2015,Financial Strategy and Operations,3016,Financial Strategy,4006,Financial Policy,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,1572.00,1572.00
LOCAL,27,Department of Finance,0740,Chicago O'Hare Airport Fund,1005,Finance,2015,Financial Strategy and Operations,3016,Financial Strategy,4080,Risk Management,BX 15,10,1709,Risk Analyst,Annual,1,1,91944.00,91944.00
LOCAL,27,Department of Finance,0740,Chicago O'Hare Airport Fund,1005,Finance,2015,Financial Strategy and Operations,3016,Financial Strategy,4080,Risk Management,GY 12,0,0105,Assistant Comptroller,Annual,1,1,103056.00,103056.00
LOCAL,27,Department of Finance,0740,Chicago O'Hare Airport Fund,1005,Finance,2015,Financial Strategy and Operations,3016,Financial Strategy,4080,Risk Management,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,2256.00,2256.00
LOCAL,27,Department of Finance,0740,Chicago O'Hare Airport Fund,1005,Finance,2015,Financial Strategy and Operations,3017,Financial Operations,4026,Cash Management and Disbursements,B 10,1,1501,Central Voucher Coordinator,Annual,1,1,50688.00,50688.00
LOCAL,27,Department of Finance,0740,Chicago O'Hare Airport Fund,1005,Finance,2015,Financial Strategy and Operations,3017,Financial Operations,4026,Cash Management and Disbursements,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,1862.00,1862.00
LOCAL,28,City Treasurer's Office,0740,Chicago O'Hare Airport Fund,1005,Office of City Treasurer,2005,Office of City Treasurer,3010,Portfolio Management,0000,,1 00,9,9673,Deputy City Treasurer,Annual,1,1,158892.00,158892.00
LOCAL,28,City Treasurer's Office,0740,Chicago O'Hare Airport Fund,1005,Office of City Treasurer,2005,Office of City Treasurer,3010,Portfolio Management,0000,,3 00,0,0242,Portfolio Manager,Annual,1,1,79176.00,79176.00
LOCAL,28,City Treasurer's Office,0740,Chicago O'Hare Airport Fund,1005,Office of City Treasurer,2005,Office of City Treasurer,3015,Financial Reporting,0000,,1 00,9,9676,Assistant City Treasurer,Annual,1,1,79176.00,79176.00
LOCAL,28,City Treasurer's Office,0740,Chicago O'Hare Airport Fund,1005,Office of City Treasurer,2005,Office of City Treasurer,3015,Financial Reporting,0000,,1 00,9,9673,Deputy City Treasurer,Annual,1,1,127000.00,127000.00
LOCAL,28,City Treasurer's Office,0740,Chicago O'Hare Airport Fund,1005,Office of City Treasurer,2005,Office of City Treasurer,3015,Financial Reporting,0000,,3 00,0,0242,Portfolio Manager,Annual,1,1,97572.00,97572.00
LOCAL,28,City Treasurer's Office,0740,Chicago O'Hare Airport Fund,1005,Office of City Treasurer,2005,Office of City Treasurer,3015,Financial Reporting,0000,,G 07,4,0111,Lead Accountant,Annual,1,1,77772.00,77772.00
LOCAL,28,City Treasurer's Office,0740,Chicago O'Hare Airport Fund,1005,Office of City Treasurer,2005,Office of City Treasurer,3015,Financial Reporting,0000,,B 13,4,0110,Accountant,Annual,1,1,102732.00,102732.00
LOCAL,28,City Treasurer's Office,0740,Chicago O'Hare Airport Fund,1005,Office of City Treasurer,2005,Office of City Treasurer,3015,Financial Reporting,0000,,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,1980.00,1980.00
LOCAL,28,City Treasurer's Office,0740,Chicago O'Hare Airport Fund,1005,Office of City Treasurer,2005,Office of City Treasurer,3020,Administration,0000,,1 00,9,9185,Security Specialist,Annual,1,1,63048.00,63048.00
LOCAL,28,City Treasurer's Office,0740,Chicago O'Hare Airport Fund,1005,Office of City Treasurer,2005,Office of City Treasurer,3025,Economic Development,0000,,3 00,0,0242,Portfolio Manager,Annual,1,1,97572.00,97572.00
LOCAL,31,Department of Law,0740,Chicago O'Hare Airport Fund,1005,Department of Law,2005,Department of Law,3022,Employment Litigation,4008,Airport Employment Litigation,1 00,9,1652,Chief Assistant Corporation Counsel,Annual,1,1,137424.00,137424.00
LOCAL,31,Department of Law,0740,Chicago O'Hare Airport Fund,1005,Department of Law,2005,Department of Law,3022,Employment Litigation,4008,Airport Employment Litigation,BX 13,10,1623,Paralegal II - Labor,Annual,1,1,76380.00,76380.00
LOCAL,31,Department of Law,0740,Chicago O'Hare Airport Fund,1005,Department of Law,2005,Department of Law,3028,Labor,4014,Airport Labor,1 00,0,1658,Assistant Chief Labor Negotiator,Annual,1,1,145680.00,145680.00
LOCAL,31,Department of Law,0740,Chicago O'Hare Airport Fund,1005,Department of Law,2005,Department of Law,3028,Labor,4014,Airport Labor,1 00,9,1652,Chief Assistant Corporation Counsel,Annual,1,1,137424.00,137424.00
LOCAL,31,Department of Law,0740,Chicago O'Hare Airport Fund,1005,Department of Law,2005,Department of Law,3028,Labor,4014,Airport Labor,1 00,0,1649,Chief Labor Negotiator,Annual,1,1,155760.00,155760.00
LOCAL,31,Department of Law,0740,Chicago O'Hare Airport Fund,1005,Department of Law,2005,Department of Law,3038,Aviation  Environmental and Regulatory Litigation,4032,Corporate Contracts,L 02,9,1672,Assistant Corporation Counsel II,Annual,2,1,103344.00,206688.00
LOCAL,31,Department of Law,0740,Chicago O'Hare Airport Fund,1005,Department of Law,2005,Department of Law,3038,Aviation  Environmental and Regulatory Litigation,4032,Corporate Contracts,L 02,9,1672,Assistant Corporation Counsel II,Annual,1,1,89916.00,89916.00
LOCAL,31,Department of Law,0740,Chicago O'Hare Airport Fund,1005,Department of Law,2005,Department of Law,3038,Aviation  Environmental and Regulatory Litigation,4032,Corporate Contracts,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,1841.00,1841.00
LOCAL,31,Department of Law,0740,Chicago O'Hare Airport Fund,1005,Department of Law,2005,Department of Law,3038,Aviation  Environmental and Regulatory Litigation,4034,Aviation Litigation,L 02,9,1672,Assistant Corporation Counsel II,Annual,1,1,78228.00,78228.00
LOCAL,31,Department of Law,0740,Chicago O'Hare Airport Fund,1005,Department of Law,2005,Department of Law,3038,Aviation  Environmental and Regulatory Litigation,4034,Aviation Litigation,1 00,9,1650,Deputy Corporation Counsel,Annual,1,1,151176.00,151176.00
LOCAL,31,Department of Law,0740,Chicago O'Hare Airport Fund,1005,Department of Law,2005,Department of Law,3038,Aviation  Environmental and Regulatory Litigation,4034,Aviation Litigation,L 05,9,1641,Assistant Corporation Counsel Supervisor,Annual,2,1,136524.00,273048.00
LOCAL,31,Department of Law,0740,Chicago O'Hare Airport Fund,1005,Department of Law,2005,Department of Law,3038,Aviation  Environmental and Regulatory Litigation,4034,Aviation Litigation,L 05,9,1641,Assistant Corporation Counsel Supervisor,Annual,1,1,130320.00,130320.00
LOCAL,31,Department of Law,0740,Chicago O'Hare Airport Fund,1005,Department of Law,2005,Department of Law,3038,Aviation  Environmental and Regulatory Litigation,4034,Aviation Litigation,L 05,9,1641,Assistant Corporation Counsel Supervisor,Annual,1,1,113388.00,113388.00
LOCAL,31,Department of Law,0740,Chicago O'Hare Airport Fund,1005,Department of Law,2005,Department of Law,3038,Aviation  Environmental and Regulatory Litigation,4034,Aviation Litigation,L 05,9,1641,Assistant Corporation Counsel Supervisor,Annual,1,1,103344.00,103344.00
LOCAL,31,Department of Law,0740,Chicago O'Hare Airport Fund,1005,Department of Law,2005,Department of Law,3038,Aviation  Environmental and Regulatory Litigation,4034,Aviation Litigation,L 05,9,1641,Assistant Corporation Counsel Supervisor,Annual,1,1,98664.00,98664.00
LOCAL,31,Department of Law,0740,Chicago O'Hare Airport Fund,1005,Department of Law,2005,Department of Law,3038,Aviation  Environmental and Regulatory Litigation,4034,Aviation Litigation,B 12,1,0863,Legal Secretary,Annual,1,1,93660.00,93660.00
LOCAL,31,Department of Law,0740,Chicago O'Hare Airport Fund,1005,Department of Law,2005,Department of Law,3038,Aviation  Environmental and Regulatory Litigation,4034,Aviation Litigation,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,4750.00,4750.00
LOCAL,31,Department of Law,0740,Chicago O'Hare Airport Fund,1005,Department of Law,2005,Department of Law,3707,Appeals,0000,,L 04,9,1674,Assistant Corporation Counsel Senior,Annual,1,1,103344.00,103344.00
LOCAL,31,Department of Law,0740,Chicago O'Hare Airport Fund,1005,Department of Law,2005,Department of Law,3707,Appeals,0000,,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,4704.00,4704.00
LOCAL,31,Department of Law,0740,Chicago O'Hare Airport Fund,1005,Department of Law,2005,Department of Law,3749,Collections  Ownership and Administrative Litigation,0000,,L 01,9,1643,Assistant Corporation Counsel I,Annual,1,1,108252.00,108252.00
LOCAL,33,Department of Human Resources,0740,Chicago O'Hare Airport Fund,1005,Department of Human Resources,2005,Department of Human Resources,3040,Employment Services  Hiring and Compensation,4045,Hiring Classification,G 04,1,1370,Testing Administrator,Annual,1,1,84936.00,84936.00
LOCAL,33,Department of Human Resources,0740,Chicago O'Hare Airport Fund,1005,Department of Human Resources,2005,Department of Human Resources,3720,Employment Services  Hiring and Compensation,0000,,G 08,4,1380,Recruiter,Annual,1,1,122112.00,122112.00
LOCAL,33,Department of Human Resources,0740,Chicago O'Hare Airport Fund,1005,Department of Human Resources,2005,Department of Human Resources,3720,Employment Services  Hiring and Compensation,0000,,G 08,4,1380,Recruiter,Annual,1,1,110688.00,110688.00
LOCAL,33,Department of Human Resources,0740,Chicago O'Hare Airport Fund,1005,Department of Human Resources,2005,Department of Human Resources,3720,Employment Services  Hiring and Compensation,0000,,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,621.00,621.00
LOCAL,35,Department of Procurement Services,0740,Chicago O'Hare Airport Fund,1005,Department of Procurement Services,2005,Department of Procurement Services,3012,Contract Management,4026,Shared Administrative Services,B 12,1,0303,Administrative Assistant III,Annual,1,1,77772.00,77772.00
LOCAL,35,Department of Procurement Services,0740,Chicago O'Hare Airport Fund,1005,Department of Procurement Services,2005,Department of Procurement Services,3012,Contract Management,4026,Shared Administrative Services,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,1359.00,1359.00
LOCAL,35,Department of Procurement Services,0740,Chicago O'Hare Airport Fund,1005,Department of Procurement Services,2005,Department of Procurement Services,3012,Contract Management,4110,Enterprise Procurement,3 00,0,1646,Attorney,Annual,2,1,108864.00,217728.00
LOCAL,35,Department of Procurement Services,0740,Chicago O'Hare Airport Fund,1005,Department of Procurement Services,2005,Department of Procurement Services,3012,Contract Management,4110,Enterprise Procurement,3 00,9,1556,Deputy Procurement Officer,Annual,1,1,129264.00,129264.00
LOCAL,35,Department of Procurement Services,0740,Chicago O'Hare Airport Fund,1005,Department of Procurement Services,2005,Department of Procurement Services,3012,Contract Management,4110,Enterprise Procurement,3 00,9,1554,Assistant Procurement Officer,Annual,1,1,101532.00,101532.00
LOCAL,35,Department of Procurement Services,0740,Chicago O'Hare Airport Fund,1005,Department of Procurement Services,2005,Department of Procurement Services,3012,Contract Management,4110,Enterprise Procurement,BX 18,0,1508,Senior Procurement Specialist,Annual,1,1,86928.00,86928.00
LOCAL,35,Department of Procurement Services,0740,Chicago O'Hare Airport Fund,1005,Department of Procurement Services,2005,Department of Procurement Services,3012,Contract Management,4110,Enterprise Procurement,BX 18,0,1508,Senior Procurement Specialist,Annual,1,1,82968.00,82968.00
LOCAL,35,Department of Procurement Services,0740,Chicago O'Hare Airport Fund,1005,Department of Procurement Services,2005,Department of Procurement Services,3012,Contract Management,4110,Enterprise Procurement,BX 18,0,1508,Senior Procurement Specialist,Annual,1,1,79176.00,79176.00
LOCAL,35,Department of Procurement Services,0740,Chicago O'Hare Airport Fund,1005,Department of Procurement Services,2005,Department of Procurement Services,3012,Contract Management,4110,Enterprise Procurement,B 15,1,1507,Procurement Specialist,Annual,1,1,107700.00,107700.00
LOCAL,35,Department of Procurement Services,0740,Chicago O'Hare Airport Fund,1005,Department of Procurement Services,2005,Department of Procurement Services,3012,Contract Management,4110,Enterprise Procurement,B 15,1,1507,Procurement Specialist,Annual,1,1,98016.00,98016.00
LOCAL,35,Department of Procurement Services,0740,Chicago O'Hare Airport Fund,1005,Department of Procurement Services,2005,Department of Procurement Services,3012,Contract Management,4110,Enterprise Procurement,B 15,1,1507,Procurement Specialist,Annual,1,1,93660.00,93660.00
LOCAL,35,Department of Procurement Services,0740,Chicago O'Hare Airport Fund,1005,Department of Procurement Services,2005,Department of Procurement Services,3012,Contract Management,4110,Enterprise Procurement,B 10,1,0302,Administrative Assistant II,Annual,1,1,44808.00,44808.00
LOCAL,35,Department of Procurement Services,0740,Chicago O'Hare Airport Fund,1005,Department of Procurement Services,2005,Department of Procurement Services,3012,Contract Management,4110,Enterprise Procurement,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,10836.00,10836.00
LOCAL,35,Department of Procurement Services,0740,Chicago O'Hare Airport Fund,1005,Department of Procurement Services,2005,Department of Procurement Services,3012,Contract Management,4111,OMP Procurement,BX 18,0,1508,Senior Procurement Specialist,Annual,1,1,110688.00,110688.00
LOCAL,35,Department of Procurement Services,0740,Chicago O'Hare Airport Fund,1005,Department of Procurement Services,2005,Department of Procurement Services,3012,Contract Management,4120,Construction,BX 18,0,1508,Senior Procurement Specialist,Annual,1,1,115956.00,115956.00
LOCAL,35,Department of Procurement Services,0740,Chicago O'Hare Airport Fund,1005,Department of Procurement Services,2005,Department of Procurement Services,3012,Contract Management,4120,Construction,BX 18,0,1508,Senior Procurement Specialist,Annual,1,1,79176.00,79176.00
LOCAL,35,Department of Procurement Services,0740,Chicago O'Hare Airport Fund,1005,Department of Procurement Services,2005,Department of Procurement Services,3012,Contract Management,4120,Construction,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,876.00,876.00
LOCAL,35,Department of Procurement Services,0740,Chicago O'Hare Airport Fund,1005,Department of Procurement Services,2005,Department of Procurement Services,3023,Office of Contracting Equity,0000,,G 08,1,1505,Senior Certification / Compliance Officer,Annual,1,1,122112.00,122112.00
LOCAL,35,Department of Procurement Services,0740,Chicago O'Hare Airport Fund,1005,Department of Procurement Services,2005,Department of Procurement Services,3023,Office of Contracting Equity,0000,,G 06,1,1504,Certification / Compliance Officer,Annual,1,1,102516.00,102516.00
LOCAL,35,Department of Procurement Services,0740,Chicago O'Hare Airport Fund,1005,Department of Procurement Services,2005,Department of Procurement Services,3023,Office of Contracting Equity,0000,,G 06,1,1504,Certification / Compliance Officer,Annual,2,1,70428.00,140856.00
LOCAL,59,Chicago Fire Department,0740,Chicago O'Hare Airport Fund,1005,Chicago Fire Department,2005,Chicago Fire Department,3104,Operations,4718,Fire Suppression and Rescue,F 01,87,8731,Firefighter,Annual,3,1,110736.00,332208.00
LOCAL,38,Department of Assets  Information  and Services,0740,Chicago O'Hare Airport Fund,1005,Department of Assets  Information  and Services,2140,Bureau of Fleet Operations,3225,Fleet Operations - O'Hare,0000,,2 0,8,7186,Motor Truck Driver - Tire Repair,Hourly,1,1,40.00,82867.00
LOCAL,38,Department of Assets  Information  and Services,0740,Chicago O'Hare Airport Fund,1005,Department of Assets  Information  and Services,2140,Bureau of Fleet Operations,3225,Fleet Operations - O'Hare,0000,,2 0,8,7183,Motor Truck Driver,Hourly,3,1,39.00,244920.00
LOCAL,38,Department of Assets  Information  and Services,0740,Chicago O'Hare Airport Fund,1005,Department of Assets  Information  and Services,2140,Bureau of Fleet Operations,3225,Fleet Operations - O'Hare,0000,,BX 15,10,7177,Equipment Rental Coordinator,Annual,1,1,87804.00,87804.00
LOCAL,38,Department of Assets  Information  and Services,0740,Chicago O'Hare Airport Fund,1005,Department of Assets  Information  and Services,2140,Bureau of Fleet Operations,3225,Fleet Operations - O'Hare,0000,,2 0,8,7160,Fleet Services Assistant,Hourly,20,1,27.00,1110304.00
LOCAL,38,Department of Assets  Information  and Services,0740,Chicago O'Hare Airport Fund,1005,Department of Assets  Information  and Services,2140,Bureau of Fleet Operations,3225,Fleet Operations - O'Hare,0000,,P 12,8,7136,Servicewriter,Annual,1,1,93624.00,93624.00
LOCAL,38,Department of Assets  Information  and Services,0740,Chicago O'Hare Airport Fund,1005,Department of Assets  Information  and Services,2140,Bureau of Fleet Operations,3225,Fleet Operations - O'Hare,0000,,P 12,8,7136,Servicewriter,Annual,1,1,70812.00,70812.00
LOCAL,38,Department of Assets  Information  and Services,0740,Chicago O'Hare Airport Fund,1005,Department of Assets  Information  and Services,2140,Bureau of Fleet Operations,3225,Fleet Operations - O'Hare,0000,,2 0,8,7124,Equipment Dispatcher,Hourly,1,1,40.00,83075.00
LOCAL,38,Department of Assets  Information  and Services,0740,Chicago O'Hare Airport Fund,1005,Department of Assets  Information  and Services,2140,Bureau of Fleet Operations,3225,Fleet Operations - O'Hare,0000,,BX 18,10,7047,Manager - Vehicle Maintenance,Annual,1,1,100896.00,100896.00
LOCAL,38,Department of Assets  Information  and Services,0740,Chicago O'Hare Airport Fund,1005,Department of Assets  Information  and Services,2140,Bureau of Fleet Operations,3225,Fleet Operations - O'Hare,0000,,2 0,36,6679,Foreman of Machinists - Automotive,Hourly,6,1,53.00,663686.00
LOCAL,38,Department of Assets  Information  and Services,0740,Chicago O'Hare Airport Fund,1005,Department of Assets  Information  and Services,2140,Bureau of Fleet Operations,3225,Fleet Operations - O'Hare,0000,,2 0,36,6673,Machinist - Automotive,Hourly,45,1,51.00,4743648.00
LOCAL,38,Department of Assets  Information  and Services,0740,Chicago O'Hare Airport Fund,1005,Department of Assets  Information  and Services,2140,Bureau of Fleet Operations,3225,Fleet Operations - O'Hare,0000,,GY 08,10,6085,Senior Automotive Equipment Analyst,Annual,1,1,94428.00,94428.00
LOCAL,38,Department of Assets  Information  and Services,0740,Chicago O'Hare Airport Fund,1005,Department of Assets  Information  and Services,2140,Bureau of Fleet Operations,3225,Fleet Operations - O'Hare,0000,,2 0,32,5034,Electrical Mechanic - Automotive,Hourly,13,1,51.00,1379040.00
LOCAL,38,Department of Assets  Information  and Services,0740,Chicago O'Hare Airport Fund,1005,Department of Assets  Information  and Services,2140,Bureau of Fleet Operations,3225,Fleet Operations - O'Hare,0000,,B 09,1,0665,Senior Data Entry Operator,Annual,1,1,70860.00,70860.00
LOCAL,38,Department of Assets  Information  and Services,0740,Chicago O'Hare Airport Fund,1005,Department of Assets  Information  and Services,2140,Bureau of Fleet Operations,3225,Fleet Operations - O'Hare,0000,,B 11,1,0109,Accounting Technician,Annual,1,1,49176.00,49176.00
LOCAL,38,Department of Assets  Information  and Services,0740,Chicago O'Hare Airport Fund,1005,Department of Assets  Information  and Services,2140,Bureau of Fleet Operations,3225,Fleet Operations - O'Hare,0000,,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,6512.00,6512.00
LOCAL,38,Department of Assets  Information  and Services,0740,Chicago O'Hare Airport Fund,1005,Department of Assets  Information  and Services,2140,Bureau of Fleet Operations,3225,Fleet Operations - O'Hare,0000,,1 00,0,0012,Contract Wage Increment - Prevailing Rate,Annual,0,0,90326.00,90326.00
LOCAL,57,Chicago Police Department,0740,Chicago O'Hare Airport Fund,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3335,Airport Operations North - O'Hare,0000,,3 00,99,9752,Commander,Annual,1,1,170820.00,170820.00
LOCAL,57,Chicago Police Department,0740,Chicago O'Hare Airport Fund,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3335,Airport Operations North - O'Hare,0000,,E 04,73,9173,Lieutenant,Annual,1,1,142296.00,142296.00
LOCAL,57,Chicago Police Department,0740,Chicago O'Hare Airport Fund,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3335,Airport Operations North - O'Hare,0000,,E 04,73,9173,Lieutenant,Annual,1,1,133968.00,133968.00
LOCAL,57,Chicago Police Department,0740,Chicago O'Hare Airport Fund,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3335,Airport Operations North - O'Hare,0000,,E 03,71,9171,Sergeant,Annual,11,1,130596.00,1436556.00
LOCAL,57,Chicago Police Department,0740,Chicago O'Hare Airport Fund,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3335,Airport Operations North - O'Hare,0000,,E 03,71,9171,Sergeant,Annual,1,1,126504.00,126504.00
LOCAL,57,Chicago Police Department,0740,Chicago O'Hare Airport Fund,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3335,Airport Operations North - O'Hare,0000,,E 03,71,9171,Sergeant,Annual,1,1,122568.00,122568.00
LOCAL,57,Chicago Police Department,0740,Chicago O'Hare Airport Fund,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3335,Airport Operations North - O'Hare,0000,,E 03,71,9171,Sergeant,Annual,1,1,118836.00,118836.00
LOCAL,57,Chicago Police Department,0740,Chicago O'Hare Airport Fund,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3335,Airport Operations North - O'Hare,0000,,D 01,91,9161,Police Officer,Annual,96,1,109236.00,10486656.00
LOCAL,57,Chicago Police Department,0740,Chicago O'Hare Airport Fund,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3335,Airport Operations North - O'Hare,0000,,D 01,91,9161,Police Officer,Annual,38,1,106170.00,4034460.00
LOCAL,57,Chicago Police Department,0740,Chicago O'Hare Airport Fund,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3335,Airport Operations North - O'Hare,0000,,D 01,91,9161,Police Officer,Annual,20,1,102372.00,2047440.00
LOCAL,57,Chicago Police Department,0740,Chicago O'Hare Airport Fund,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3335,Airport Operations North - O'Hare,0000,,D 01,91,9161,Police Officer,Annual,2,1,98940.00,197880.00
LOCAL,57,Chicago Police Department,0740,Chicago O'Hare Airport Fund,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3335,Airport Operations North - O'Hare,0000,,D 01,91,9161,Police Officer,Annual,18,1,54672.00,984096.00
LOCAL,57,Chicago Police Department,0740,Chicago O'Hare Airport Fund,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3335,Airport Operations North - O'Hare,0000,,D 02,91,9153,Police Officer - Assigned as Explosives Detection Canine Handler,Annual,6,1,114822.00,688932.00
LOCAL,57,Chicago Police Department,0740,Chicago O'Hare Airport Fund,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3335,Airport Operations North - O'Hare,0000,,D 02,91,9153,Police Officer - Assigned as Explosives Detection Canine Handler,Annual,9,1,111492.00,1003428.00
LOCAL,57,Chicago Police Department,0740,Chicago O'Hare Airport Fund,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3335,Airport Operations North - O'Hare,0000,,D 02,91,9153,Police Officer - Assigned as Explosives Detection Canine Handler,Annual,3,1,107490.00,322470.00
