FUND TYPE,DEPARTMENT CODE,DEPARTMENT DESCRIPTION,FUND CODE,FUND DESCRIPTION,ORGANIZATION CODE,ORGANIZATION DESCRIPTION,DIVISION CODE,DIVISION DESCRIPTION,SECTION CODE,SECTION DESCRIPTION,SUBSECTION CODE,SUB-SECTION DESCRIPTION,SCHEDULE / GRADE,BARGAINING UNIT,TITLE CODE,TITLE DESCRIPTION,BUDGETED UNIT,TOTAL BUDGETED UNIT,POSITION CONTROL,BUDGETED PAY RATE,TOTAL BUDGETED AMOUNT
GRANT,41,Chicago Department of Public Health,0U52,Building Epidemiology and Health It Capacity,1005,Department of Public Health,2710,Building Epidemiology and Health IT Capacity,3710,Building Epidemiology and Health IT Capacity,0000,,3 00,0,06A3,IT Engineer,Annual,1,1,113208.00,113208.00
GRANT,41,Chicago Department of Public Health,0U52,Building Epidemiology and Health It Capacity,1005,Department of Public Health,2710,Building Epidemiology and Health IT Capacity,3710,Building Epidemiology and Health IT Capacity,0000,,G 06,4,0684,Data Base Analyst,Annual,1,1,83436.00,83436.00
GRANT,41,Chicago Department of Public Health,0U52,Building Epidemiology and Health It Capacity,1005,Department of Public Health,2710,Building Epidemiology and Health IT Capacity,3710,Building Epidemiology and Health IT Capacity,0000,,G 06,4,0684,Data Base Analyst,Annual,4,1,76956.00,307824.00
GRANT,41,Chicago Department of Public Health,0U52,Building Epidemiology and Health It Capacity,1005,Department of Public Health,2710,Building Epidemiology and Health IT Capacity,3710,Building Epidemiology and Health IT Capacity,0000,,B 15,1,0653,Web Author,Annual,1,1,84120.00,84120.00
GRANT,41,Chicago Department of Public Health,0U52,Building Epidemiology and Health It Capacity,1005,Department of Public Health,2710,Building Epidemiology and Health IT Capacity,3710,Building Epidemiology and Health IT Capacity,0000,,G 08,4,0635,Senior Programmer/Analyst,Annual,1,1,96624.00,96624.00
GRANT,41,Chicago Department of Public Health,0U52,Building Epidemiology and Health It Capacity,1005,Department of Public Health,2710,Building Epidemiology and Health IT Capacity,3710,Building Epidemiology and Health IT Capacity,0000,,G 08,4,0635,Senior Programmer/Analyst,Annual,2,1,93708.00,187416.00
GRANT,41,Chicago Department of Public Health,0U52,Building Epidemiology and Health It Capacity,1005,Department of Public Health,2710,Building Epidemiology and Health IT Capacity,3710,Building Epidemiology and Health IT Capacity,0000,,G 09,4,0624,GIS Data Base Analyst,Annual,1,1,102876.00,102876.00
GRANT,41,Chicago Department of Public Health,0U52,Building Epidemiology and Health It Capacity,1005,Department of Public Health,2710,Building Epidemiology and Health IT Capacity,3710,Building Epidemiology and Health IT Capacity,0000,,B 13,4,0620,GIS Analyst,Annual,1,1,64668.00,64668.00
GRANT,41,Chicago Department of Public Health,0U52,Building Epidemiology and Health It Capacity,1005,Department of Public Health,2710,Building Epidemiology and Health IT Capacity,3710,Building Epidemiology and Health IT Capacity,0000,,B 10,1,0431,Clerk IV,Annual,1,1,48960.00,48960.00
GRANT,41,Chicago Department of Public Health,0U52,Building Epidemiology and Health It Capacity,1005,Department of Public Health,2710,Building Epidemiology and Health IT Capacity,3710,Building Epidemiology and Health IT Capacity,0000,,4 00,9,0404,Student Intern,Hourly,4160,0,17.50,72800.00
GRANT,41,Chicago Department of Public Health,0U52,Building Epidemiology and Health It Capacity,1005,Department of Public Health,2710,Building Epidemiology and Health IT Capacity,3710,Building Epidemiology and Health IT Capacity,0000,,BX 15,10,0396,Director of Administration I - Excluded,Annual,1,1,67656.00,67656.00
GRANT,41,Chicago Department of Public Health,0U52,Building Epidemiology and Health It Capacity,1005,Department of Public Health,2710,Building Epidemiology and Health IT Capacity,3710,Building Epidemiology and Health IT Capacity,0000,,BX 17,20,0381,Director of Administration II,Annual,1,1,82644.00,82644.00
GRANT,41,Chicago Department of Public Health,0U52,Building Epidemiology and Health It Capacity,1005,Department of Public Health,2710,Building Epidemiology and Health IT Capacity,3710,Building Epidemiology and Health IT Capacity,0000,,BX 13,20,0366,Staff Assistant - Excluded,Annual,1,1,58896.00,58896.00
GRANT,41,Chicago Department of Public Health,0U52,Building Epidemiology and Health It Capacity,1005,Department of Public Health,2710,Building Epidemiology and Health IT Capacity,3710,Building Epidemiology and Health IT Capacity,0000,,X 33,9,0313,Assistant Commissioner,Annual,1,1,118128.00,118128.00
GRANT,41,Chicago Department of Public Health,0U52,Building Epidemiology and Health It Capacity,1005,Department of Public Health,2710,Building Epidemiology and Health IT Capacity,3710,Building Epidemiology and Health IT Capacity,0000,,3 00,9,0311,Projects Administrator,Annual,1,1,134052.00,134052.00
GRANT,41,Chicago Department of Public Health,0U52,Building Epidemiology and Health It Capacity,1005,Department of Public Health,2710,Building Epidemiology and Health IT Capacity,3710,Building Epidemiology and Health IT Capacity,0000,,3 00,9,0311,Projects Administrator,Annual,1,1,132720.00,132720.00
GRANT,41,Chicago Department of Public Health,0U52,Building Epidemiology and Health It Capacity,1005,Department of Public Health,2710,Building Epidemiology and Health IT Capacity,3710,Building Epidemiology and Health IT Capacity,0000,,3 00,9,0311,Projects Administrator,Annual,1,1,131436.00,131436.00
GRANT,41,Chicago Department of Public Health,0U52,Building Epidemiology and Health It Capacity,1005,Department of Public Health,2710,Building Epidemiology and Health IT Capacity,3710,Building Epidemiology and Health IT Capacity,0000,,3 00,9,0311,Projects Administrator,Annual,2,1,130140.00,260280.00
GRANT,41,Chicago Department of Public Health,0U52,Building Epidemiology and Health It Capacity,1005,Department of Public Health,2710,Building Epidemiology and Health IT Capacity,3710,Building Epidemiology and Health IT Capacity,0000,,3 00,9,0311,Projects Administrator,Annual,1,1,123816.00,123816.00
GRANT,41,Chicago Department of Public Health,0U52,Building Epidemiology and Health It Capacity,1005,Department of Public Health,2710,Building Epidemiology and Health IT Capacity,3710,Building Epidemiology and Health IT Capacity,0000,,3 00,9,0311,Projects Administrator,Annual,1,1,116640.00,116640.00
GRANT,41,Chicago Department of Public Health,0U52,Building Epidemiology and Health It Capacity,1005,Department of Public Health,2710,Building Epidemiology and Health IT Capacity,3710,Building Epidemiology and Health IT Capacity,0000,,3 00,9,0311,Projects Administrator,Annual,1,1,107712.00,107712.00
GRANT,41,Chicago Department of Public Health,0U52,Building Epidemiology and Health It Capacity,1005,Department of Public Health,2710,Building Epidemiology and Health IT Capacity,3710,Building Epidemiology and Health IT Capacity,0000,,3 00,9,0311,Projects Administrator,Annual,2,1,100476.00,200952.00
GRANT,41,Chicago Department of Public Health,0U52,Building Epidemiology and Health It Capacity,1005,Department of Public Health,2710,Building Epidemiology and Health IT Capacity,3710,Building Epidemiology and Health IT Capacity,0000,,3 00,9,0311,Projects Administrator,Annual,2,1,98469.00,196938.00
GRANT,41,Chicago Department of Public Health,0U52,Building Epidemiology and Health It Capacity,1005,Department of Public Health,2710,Building Epidemiology and Health IT Capacity,3710,Building Epidemiology and Health IT Capacity,0000,,3 00,9,0311,Projects Administrator,Annual,1,1,95604.00,95604.00
GRANT,41,Chicago Department of Public Health,0U52,Building Epidemiology and Health It Capacity,1005,Department of Public Health,2710,Building Epidemiology and Health IT Capacity,3710,Building Epidemiology and Health IT Capacity,0000,,3 00,9,0311,Projects Administrator,Annual,1,1,90060.00,90060.00
GRANT,41,Chicago Department of Public Health,0U52,Building Epidemiology and Health It Capacity,1005,Department of Public Health,2710,Building Epidemiology and Health IT Capacity,3710,Building Epidemiology and Health IT Capacity,0000,,3 00,9,0311,Projects Administrator,Annual,1,1,85704.00,85704.00
GRANT,41,Chicago Department of Public Health,0U52,Building Epidemiology and Health It Capacity,1005,Department of Public Health,2710,Building Epidemiology and Health IT Capacity,3710,Building Epidemiology and Health IT Capacity,0000,,3 00,0,0310,Project Manager,Annual,2,1,114336.00,228672.00
GRANT,41,Chicago Department of Public Health,0U52,Building Epidemiology and Health It Capacity,1005,Department of Public Health,2710,Building Epidemiology and Health IT Capacity,3710,Building Epidemiology and Health IT Capacity,0000,,3 00,0,0310,Project Manager,Annual,12,1,102492.00,1229904.00
GRANT,41,Chicago Department of Public Health,0U52,Building Epidemiology and Health It Capacity,1005,Department of Public Health,2710,Building Epidemiology and Health IT Capacity,3710,Building Epidemiology and Health IT Capacity,0000,,3 00,0,0310,Project Manager,Annual,2,1,99468.00,198936.00
GRANT,41,Chicago Department of Public Health,0U52,Building Epidemiology and Health It Capacity,1005,Department of Public Health,2710,Building Epidemiology and Health IT Capacity,3710,Building Epidemiology and Health IT Capacity,0000,,3 00,0,0310,Project Manager,Annual,1,1,88284.00,88284.00
GRANT,41,Chicago Department of Public Health,0U52,Building Epidemiology and Health It Capacity,1005,Department of Public Health,2710,Building Epidemiology and Health IT Capacity,3710,Building Epidemiology and Health IT Capacity,0000,,B 13,1,0308,Staff Assistant,Annual,1,1,64668.00,64668.00
GRANT,41,Chicago Department of Public Health,0U52,Building Epidemiology and Health It Capacity,1005,Department of Public Health,2710,Building Epidemiology and Health IT Capacity,3710,Building Epidemiology and Health IT Capacity,0000,,B 12,1,0303,Administrative Assistant III,Annual,7,1,58956.00,412692.00
GRANT,41,Chicago Department of Public Health,0U52,Building Epidemiology and Health It Capacity,1005,Department of Public Health,2710,Building Epidemiology and Health IT Capacity,3710,Building Epidemiology and Health IT Capacity,0000,,G 07,4,0193,Auditor III,Annual,1,1,91884.00,91884.00
GRANT,41,Chicago Department of Public Health,0U52,Building Epidemiology and Health It Capacity,1005,Department of Public Health,2710,Building Epidemiology and Health IT Capacity,3710,Building Epidemiology and Health IT Capacity,0000,,G 07,4,0124,Finance Officer,Annual,1,1,122196.00,122196.00
GRANT,41,Chicago Department of Public Health,0U52,Building Epidemiology and Health It Capacity,1005,Department of Public Health,2710,Building Epidemiology and Health IT Capacity,3710,Building Epidemiology and Health IT Capacity,0000,,G 07,4,0124,Finance Officer,Annual,2,1,87600.00,175200.00
GRANT,41,Chicago Department of Public Health,0U52,Building Epidemiology and Health It Capacity,1005,Department of Public Health,2710,Building Epidemiology and Health IT Capacity,3710,Building Epidemiology and Health IT Capacity,0000,,1 00,0,0044,Fringe Benefits,Annual,0,0,12127669.00,12127669.00
GRANT,41,Chicago Department of Public Health,0U52,Building Epidemiology and Health It Capacity,1005,Department of Public Health,2710,Building Epidemiology and Health IT Capacity,3710,Building Epidemiology and Health IT Capacity,0000,,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,174926.00,174926.00
GRANT,41,Chicago Department of Public Health,0U65,Sexually Transmitted Disease Prevention,1005,Department of Public Health,2814,Sexually Transmitted Disease Prevention,3924,STI Surveillance,0000,,BX 16,10,3464,Public Health Ad III - Excluded,Annual,1,1,80628.00,80628.00
GRANT,41,Chicago Department of Public Health,0U65,Sexually Transmitted Disease Prevention,1005,Department of Public Health,2814,Sexually Transmitted Disease Prevention,3924,STI Surveillance,0000,,BX 16,10,3464,Public Health Ad III - Excluded,Annual,1,1,74244.00,74244.00
GRANT,41,Chicago Department of Public Health,0U65,Sexually Transmitted Disease Prevention,1005,Department of Public Health,2814,Sexually Transmitted Disease Prevention,3924,STI Surveillance,0000,,BX 18,10,3443,Director of Disease Investigations,Annual,1,1,139056.00,139056.00
GRANT,41,Chicago Department of Public Health,0U65,Sexually Transmitted Disease Prevention,1005,Department of Public Health,2814,Sexually Transmitted Disease Prevention,3924,STI Surveillance,0000,,BX 14,10,3438,Supervising Disease Control Investigator - Excluded,Annual,1,1,100476.00,100476.00
GRANT,41,Chicago Department of Public Health,0U65,Sexually Transmitted Disease Prevention,1005,Department of Public Health,2814,Sexually Transmitted Disease Prevention,3924,STI Surveillance,0000,,B 12,3,3434,Communicable Disease Control Investigator II,Annual,3,1,102336.00,307008.00
GRANT,41,Chicago Department of Public Health,0U65,Sexually Transmitted Disease Prevention,1005,Department of Public Health,2814,Sexually Transmitted Disease Prevention,3924,STI Surveillance,0000,,G 07,4,3414,Epidemiologist II,Annual,1,1,96624.00,96624.00
GRANT,41,Chicago Department of Public Health,0U65,Sexually Transmitted Disease Prevention,1005,Department of Public Health,2814,Sexually Transmitted Disease Prevention,3924,STI Surveillance,0000,,G 09,4,3407,Epidemiologist III,Annual,1,1,102876.00,102876.00
GRANT,41,Chicago Department of Public Health,0U65,Sexually Transmitted Disease Prevention,1005,Department of Public Health,2814,Sexually Transmitted Disease Prevention,3924,STI Surveillance,0000,,B 09,1,0665,Senior Data Entry Operator,Annual,1,1,64332.00,64332.00
GRANT,41,Chicago Department of Public Health,0U65,Sexually Transmitted Disease Prevention,1005,Department of Public Health,2814,Sexually Transmitted Disease Prevention,3924,STI Surveillance,0000,,B 10,1,0302,Administrative Assistant II,Annual,1,1,48960.00,48960.00
GRANT,41,Chicago Department of Public Health,0U65,Sexually Transmitted Disease Prevention,1005,Department of Public Health,2814,Sexually Transmitted Disease Prevention,3924,STI Surveillance,0000,,1 00,0,0044,Fringe Benefits,Annual,0,0,637022.00,637022.00
GRANT,41,Chicago Department of Public Health,0U65,Sexually Transmitted Disease Prevention,1005,Department of Public Health,2814,Sexually Transmitted Disease Prevention,3924,STI Surveillance,0000,,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,3371.00,3371.00
GRANT,59,Chicago Fire Department,0V35,Securing the Cities,1005,Chicago Fire Department,2823,Securing the City,3823,Securing the City,0000,,F 6B,80,8726,Commander - EMT,Annual,1,1,152412.00,152412.00
GRANT,59,Chicago Fire Department,0V35,Securing the Cities,1005,Chicago Fire Department,2823,Securing the City,3823,Securing the City,0000,,1 00,0,0044,Fringe Benefits,Annual,0,0,95730.00,95730.00
GRANT,59,Chicago Fire Department,0V35,Securing the Cities,1005,Chicago Fire Department,2823,Securing the City,3823,Securing the City,0000,,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,1618.00,1618.00
GRANT,51,Office of Public Safety Administration,0V99,Edward Byrne Memorial Justice Assistance Grant (JAG),1005,Office of Public Safety Administration,2810,Edward Byrne Memorial Justice Assistance Grant (JAG),3810,Edward Byrne Memorial Justice Assistance Grant (JAG),0000,,3 00,9,0311,Projects Administrator,Annual,1,1,109872.00,109872.00
GRANT,51,Office of Public Safety Administration,0V99,Edward Byrne Memorial Justice Assistance Grant (JAG),1005,Office of Public Safety Administration,2810,Edward Byrne Memorial Justice Assistance Grant (JAG),3810,Edward Byrne Memorial Justice Assistance Grant (JAG),0000,,1 00,0,0044,Fringe Benefits,Annual,0,0,69011.00,69011.00
GRANT,84,Chicago Department of Transportation,0W21,Uniform Work Program,1145,Division of Project Development,280H,Unified Work Program,380H,Unified Work Program,0000,,3 00,20,1441,Coordinating Planner,Annual,1,1,101472.00,101472.00
GRANT,84,Chicago Department of Transportation,0W21,Uniform Work Program,1145,Division of Project Development,280H,Unified Work Program,380H,Unified Work Program,0000,,GY 08,10,1405,City Planner V,Annual,1,1,86520.00,86520.00
GRANT,84,Chicago Department of Transportation,0W21,Uniform Work Program,1145,Division of Project Development,280H,Unified Work Program,380H,Unified Work Program,0000,,GY 08,10,1405,City Planner V,Annual,1,1,82752.00,82752.00
GRANT,84,Chicago Department of Transportation,0W21,Uniform Work Program,1145,Division of Project Development,280H,Unified Work Program,380H,Unified Work Program,0000,,1 00,0,0044,Fringe Benefits,Annual,0,0,170055.00,170055.00
GRANT,84,Chicago Department of Transportation,0W21,Uniform Work Program,1145,Division of Project Development,280H,Unified Work Program,380H,Unified Work Program,0000,,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,2824.00,2824.00
GRANT,1,Office of the Mayor,0W39,MO - Private Grants,1005,Office of the Mayor,2836,Walder Fellowship,3836,Walder Fellowship,0000,,1 00,9,9874,Project Manager - Mayor's Office,Annual,1,1,95484.00,95484.00
GRANT,1,Office of the Mayor,0W39,MO - Private Grants,1005,Office of the Mayor,2836,Walder Fellowship,3836,Walder Fellowship,0000,,1 00,0,0044,Fringe Benefits,Annual,0,0,59974.00,59974.00
GRANT,1,Office of the Mayor,0W39,MO - Private Grants,1005,Office of the Mayor,2839,Chicago Funders Together to End Homelessness,3846,Office of Policy,0000,,1 00,9,9898,Deputy Chief of Staff,Annual,1,1,154000.00,154000.00
GRANT,1,Office of the Mayor,0W39,MO - Private Grants,1005,Office of the Mayor,2839,Chicago Funders Together to End Homelessness,3846,Office of Policy,0000,,1 00,0,0044,Fringe Benefits,Annual,0,0,96727.00,96727.00
GRANT,57,Chicago Police Department,0W59,Urban Areas Security Initiative,1005,Chicago Police Department,280V,Urban Areas Security Initiative,380V,Urban Areas Security Initiative,0000,,BX 17,10,9119,Senior Intelligence Analyst,Annual,1,1,80628.00,80628.00
GRANT,57,Chicago Police Department,0W59,Urban Areas Security Initiative,1005,Chicago Police Department,280V,Urban Areas Security Initiative,380V,Urban Areas Security Initiative,0000,,1 00,0,0044,Fringe Benefits,Annual,0,0,50642.00,50642.00
GRANT,57,Chicago Police Department,0W59,Urban Areas Security Initiative,1005,Chicago Police Department,280V,Urban Areas Security Initiative,380V,Urban Areas Security Initiative,0000,,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,948.00,948.00
GRANT,38,Department of Fleet and Facility Management,0Z39,Anadarko / Streeterville Removal,1005,Fleet and Facility Management,2852,Anadarko / Streeterville Removal,3852,Anadarko / Streeterville Removal,0000,,G 08,4,2073,Environmental Engineer III,Annual,1,1,110880.00,110880.00
GRANT,38,Department of Fleet and Facility Management,0Z39,Anadarko / Streeterville Removal,1005,Fleet and Facility Management,2852,Anadarko / Streeterville Removal,3852,Anadarko / Streeterville Removal,0000,,1 00,0,0044,Fringe Benefits,Annual,0,0,69644.00,69644.00
GRANT,41,Chicago Department of Public Health,0Z39,Anadarko / Streeterville Removal,1005,Department of Public Health,281F,Anadarko / Streeterville Removal,381F,Anadarko / Streeterville Removal,0000,,G 08,4,2073,Environmental Engineer III,Annual,1,1,106080.00,106080.00
GRANT,41,Chicago Department of Public Health,0Z39,Anadarko / Streeterville Removal,1005,Department of Public Health,281F,Anadarko / Streeterville Removal,381F,Anadarko / Streeterville Removal,0000,,BX 15,10,1912,Project Coordinator,Annual,1,1,67656.00,67656.00
GRANT,41,Chicago Department of Public Health,0Z39,Anadarko / Streeterville Removal,1005,Department of Public Health,281F,Anadarko / Streeterville Removal,381F,Anadarko / Streeterville Removal,0000,,1 00,0,0044,Fringe Benefits,Annual,0,0,109124.00,109124.00
GRANT,41,Chicago Department of Public Health,0Z39,Anadarko / Streeterville Removal,1005,Department of Public Health,281F,Anadarko / Streeterville Removal,381F,Anadarko / Streeterville Removal,0000,,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,2288.00,2288.00
GRANT,50,Department of Family and Support Services,G004,Head Start and Early Head Start,1005,Department of Family and Support Services,2860,Head Start and Early Head Start,3905,Head Start,0000,,X 32,9,9679,Deputy Commissioner,Annual,1,1,152748.00,152748.00
GRANT,50,Department of Family and Support Services,G004,Head Start and Early Head Start,1005,Department of Family and Support Services,2860,Head Start and Early Head Start,3905,Head Start,0000,,BX 16,10,3953,Supervisor of Children Services Programs,Annual,2,1,105276.00,210552.00
GRANT,50,Department of Family and Support Services,G004,Head Start and Early Head Start,1005,Department of Family and Support Services,2860,Head Start and Early Head Start,3905,Head Start,0000,,BX 16,10,3953,Supervisor of Children Services Programs,Annual,1,1,82644.00,82644.00
GRANT,50,Department of Family and Support Services,G004,Head Start and Early Head Start,1005,Department of Family and Support Services,2860,Head Start and Early Head Start,3905,Head Start,0000,,BX 16,10,3953,Supervisor of Children Services Programs,Annual,3,1,74244.00,222732.00
GRANT,50,Department of Family and Support Services,G004,Head Start and Early Head Start,1005,Department of Family and Support Services,2860,Head Start and Early Head Start,3905,Head Start,0000,,B 13,1,3914,Support Services Coordinator,Annual,2,1,112260.00,224520.00
GRANT,50,Department of Family and Support Services,G004,Head Start and Early Head Start,1005,Department of Family and Support Services,2860,Head Start and Early Head Start,3905,Head Start,0000,,B 13,1,3914,Support Services Coordinator,Annual,3,1,107100.00,321300.00
GRANT,50,Department of Family and Support Services,G004,Head Start and Early Head Start,1005,Department of Family and Support Services,2860,Head Start and Early Head Start,3905,Head Start,0000,,B 13,1,3914,Support Services Coordinator,Annual,1,1,102336.00,102336.00
GRANT,50,Department of Family and Support Services,G004,Head Start and Early Head Start,1005,Department of Family and Support Services,2860,Head Start and Early Head Start,3905,Head Start,0000,,B 13,1,3914,Support Services Coordinator,Annual,7,1,97668.00,683676.00
GRANT,50,Department of Family and Support Services,G004,Head Start and Early Head Start,1005,Department of Family and Support Services,2860,Head Start and Early Head Start,3905,Head Start,0000,,B 13,1,3914,Support Services Coordinator,Annual,1,1,80304.00,80304.00
GRANT,50,Department of Family and Support Services,G004,Head Start and Early Head Start,1005,Department of Family and Support Services,2860,Head Start and Early Head Start,3905,Head Start,0000,,B 13,1,3914,Support Services Coordinator,Annual,6,1,64668.00,388008.00
GRANT,50,Department of Family and Support Services,G004,Head Start and Early Head Start,1005,Department of Family and Support Services,2860,Head Start and Early Head Start,3905,Head Start,0000,,BX 18,10,3906,Assistant Director of Children Services,Annual,1,1,139056.00,139056.00
GRANT,50,Department of Family and Support Services,G004,Head Start and Early Head Start,1005,Department of Family and Support Services,2860,Head Start and Early Head Start,3905,Head Start,0000,,BX 18,10,3906,Assistant Director of Children Services,Annual,1,1,86520.00,86520.00
GRANT,50,Department of Family and Support Services,G004,Head Start and Early Head Start,1005,Department of Family and Support Services,2860,Head Start and Early Head Start,3905,Head Start,0000,,B 14,4,3899,Program Development Coordinator,Annual,7,1,84120.00,588840.00
GRANT,50,Department of Family and Support Services,G004,Head Start and Early Head Start,1005,Department of Family and Support Services,2860,Head Start and Early Head Start,3905,Head Start,0000,,G 07,3,2989,Grants Research Specialist,Annual,1,1,106080.00,106080.00
GRANT,50,Department of Family and Support Services,G004,Head Start and Early Head Start,1005,Department of Family and Support Services,2860,Head Start and Early Head Start,3905,Head Start,0000,,BX 15,10,1912,Project Coordinator,Annual,2,1,67656.00,135312.00
GRANT,50,Department of Family and Support Services,G004,Head Start and Early Head Start,1005,Department of Family and Support Services,2860,Head Start and Early Head Start,3905,Head Start,0000,,B 14,1,1730,Program Analyst,Annual,1,1,71004.00,71004.00
GRANT,50,Department of Family and Support Services,G004,Head Start and Early Head Start,1005,Department of Family and Support Services,2860,Head Start and Early Head Start,3905,Head Start,0000,,B 13,1,1233,Licensing Coordinator,Annual,1,1,112260.00,112260.00
GRANT,50,Department of Family and Support Services,G004,Head Start and Early Head Start,1005,Department of Family and Support Services,2860,Head Start and Early Head Start,3905,Head Start,0000,,BX 12,10,0904,Supervising Audio-Vision Tester,Annual,1,1,81012.00,81012.00
GRANT,50,Department of Family and Support Services,G004,Head Start and Early Head Start,1005,Department of Family and Support Services,2860,Head Start and Early Head Start,3905,Head Start,0000,,B 10,3,0903,Audio-Vision Tester,Annual,1,1,81168.00,81168.00
GRANT,50,Department of Family and Support Services,G004,Head Start and Early Head Start,1005,Department of Family and Support Services,2860,Head Start and Early Head Start,3905,Head Start,0000,,B 10,3,0903,Audio-Vision Tester,Annual,1,1,48960.00,48960.00
GRANT,50,Department of Family and Support Services,G004,Head Start and Early Head Start,1005,Department of Family and Support Services,2860,Head Start and Early Head Start,3905,Head Start,0000,,BX 12,10,0804,Executive Secretary II - Excluded,Annual,1,1,58896.00,58896.00
GRANT,50,Department of Family and Support Services,G004,Head Start and Early Head Start,1005,Department of Family and Support Services,2860,Head Start and Early Head Start,3905,Head Start,0000,,G 08,4,0673,Senior Data Base Analyst,Annual,1,1,93708.00,93708.00
GRANT,50,Department of Family and Support Services,G004,Head Start and Early Head Start,1005,Department of Family and Support Services,2860,Head Start and Early Head Start,3905,Head Start,0000,,B 10,1,0302,Administrative Assistant II,Annual,1,1,73932.00,73932.00
GRANT,50,Department of Family and Support Services,G004,Head Start and Early Head Start,1005,Department of Family and Support Services,2860,Head Start and Early Head Start,3905,Head Start,0000,,B 10,1,0302,Administrative Assistant II,Annual,1,1,48960.00,48960.00
GRANT,50,Department of Family and Support Services,G004,Head Start and Early Head Start,1005,Department of Family and Support Services,2860,Head Start and Early Head Start,3905,Head Start,0000,,GY 11,20,0187,Director of Accounting,Annual,1,1,137016.00,137016.00
GRANT,50,Department of Family and Support Services,G004,Head Start and Early Head Start,1005,Department of Family and Support Services,2860,Head Start and Early Head Start,3905,Head Start,0000,,B 13,4,0110,Accountant,Annual,2,1,112260.00,224520.00
GRANT,50,Department of Family and Support Services,G004,Head Start and Early Head Start,1005,Department of Family and Support Services,2860,Head Start and Early Head Start,3905,Head Start,0000,,B 13,4,0110,Accountant,Annual,1,1,89028.00,89028.00
GRANT,50,Department of Family and Support Services,G004,Head Start and Early Head Start,1005,Department of Family and Support Services,2860,Head Start and Early Head Start,3905,Head Start,0000,,B 11,1,0109,Accounting Technician,Annual,1,1,89028.00,89028.00
GRANT,50,Department of Family and Support Services,G004,Head Start and Early Head Start,1005,Department of Family and Support Services,2860,Head Start and Early Head Start,3905,Head Start,0000,,1 00,0,0044,Fringe Benefits,Annual,0,0,2973503.00,2973503.00
GRANT,50,Department of Family and Support Services,G004,Head Start and Early Head Start,1005,Department of Family and Support Services,2860,Head Start and Early Head Start,3905,Head Start,0000,,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,28425.00,28425.00
GRANT,57,Chicago Police Department,G016,Edward Byrne Memorial Justice Assistance Grant (JAG),1005,Chicago Police Department,2996,Edward Byrne Memorial Justice Assistance Grant (JAG),3996,Edward Byrne Memorial Justice Assistance Grant (JAG),0000,,4 00,0,9107,Crimes Detection Specialist,Hourly,14335,0,35.00,501725.00
GRANT,57,Chicago Police Department,G016,Edward Byrne Memorial Justice Assistance Grant (JAG),1005,Chicago Police Department,2996,Edward Byrne Memorial Justice Assistance Grant (JAG),3996,Edward Byrne Memorial Justice Assistance Grant (JAG),0000,,1 00,0,0044,Fringe Benefits,Annual,0,0,315133.00,315133.00
GRANT,41,Chicago Department of Public Health,G117,HOPWA,1005,Department of Public Health,2932,Housing Opportunities for People with AIDS (HOPWA),3993,Housing Opportunities for People with AIDS (HOPWA),0000,,BX 18,10,3469,Director of Public Health Operations,Annual,1,1,86520.00,86520.00
GRANT,41,Chicago Department of Public Health,G117,HOPWA,1005,Department of Public Health,2932,Housing Opportunities for People with AIDS (HOPWA),3993,Housing Opportunities for People with AIDS (HOPWA),0000,,B 16,4,3467,Public Health Administrator III,Annual,1,1,135168.00,135168.00
GRANT,41,Chicago Department of Public Health,G117,HOPWA,1005,Department of Public Health,2932,Housing Opportunities for People with AIDS (HOPWA),3993,Housing Opportunities for People with AIDS (HOPWA),0000,,B 14,4,3466,Public Health Administrator II,Annual,1,1,123168.00,123168.00
GRANT,41,Chicago Department of Public Health,G117,HOPWA,1005,Department of Public Health,2932,Housing Opportunities for People with AIDS (HOPWA),3993,Housing Opportunities for People with AIDS (HOPWA),0000,,1 00,0,0044,Fringe Benefits,Annual,0,0,216604.00,216604.00
GRANT,41,Chicago Department of Public Health,G117,HOPWA,1005,Department of Public Health,2932,Housing Opportunities for People with AIDS (HOPWA),3993,Housing Opportunities for People with AIDS (HOPWA),0000,,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,8002.00,8002.00
GRANT,6,Department of Technology and Innovation,G188,Urban Areas Security Initiative,1005,Department of Technology and Innovation,2825,Urban Areas Security Initiative,3825,Urban Areas Security Initiative,0000,,3 00,0,0677,IT - Security Specialist,Annual,1,1,112080.00,112080.00
GRANT,6,Department of Technology and Innovation,G188,Urban Areas Security Initiative,1005,Department of Technology and Innovation,2825,Urban Areas Security Initiative,3825,Urban Areas Security Initiative,0000,,3 00,0,0677,IT - Security Specialist,Annual,1,1,110976.00,110976.00
GRANT,6,Department of Technology and Innovation,G188,Urban Areas Security Initiative,1005,Department of Technology and Innovation,2825,Urban Areas Security Initiative,3825,Urban Areas Security Initiative,0000,,3 00,0,0677,IT - Security Specialist,Annual,1,1,105588.00,105588.00
